Age,Age_Group,Attrition,Department,Job Role,Gender,Monthly Income,Salary_Band,TotalWorkingYears,Years At Company,Experience_Group
35,26-35,No,Research & Development,Healthcare Representative,Male,9884,High,10,4,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Female,4014,Medium,4,2,4-7 Years
35,26-35,No,Research & Development,Laboratory Technician,Female,4425,Medium,10,6,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Female,5363,Medium,10,9,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,1281,Low,1,1,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,1951,Low,1,1,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2258,Low,10,8,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2269,Low,1,1,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2376,Low,2,2,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2426,Low,6,5,4-7 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2450,Low,3,3,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2660,Low,5,2,4-7 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2690,Low,1,1,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,2705,Low,6,5,4-7 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,3407,Medium,10,10,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,3681,Medium,9,3,8-15 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,3917,Medium,3,3,0-3 Years
35,26-35,No,Research & Development,Laboratory Technician,Male,4230,Medium,6,5,4-7 Years
35,26-35,No,Research & Development,Manager,Female,11996,High,10,7,8-15 Years
35,26-35,No,Research & Development,Manufacturing Director,Female,4788,Medium,4,3,4-7 Years
35,26-35,No,Research & Development,Manufacturing Director,Female,10685,High,17,17,15+ Years
35,26-35,No,Research & Development,Manufacturing Director,Male,5762,Medium,15,7,8-15 Years
35,26-35,No,Research & Development,Manufacturing Director,Male,6883,Medium,17,7,15+ Years
35,26-35,No,Research & Development,Manufacturing Director,Male,8095,High,17,16,15+ Years
35,26-35,No,Research & Development,Manufacturing Director,Male,9362,High,10,2,8-15 Years
35,26-35,No,Research & Development,Manufacturing Director,Male,10221,High,17,8,15+ Years
35,26-35,No,Research & Development,Manufacturing Director,Male,10274,High,15,7,8-15 Years
35,26-35,No,Research & Development,Manufacturing Director,Male,10903,High,16,13,15+ Years
35,26-35,No,Research & Development,Research Scientist,Female,2506,Low,7,2,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Female,2559,Low,6,6,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Female,2977,Low,4,4,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Male,2194,Low,5,3,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Male,2859,Low,6,6,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Male,3506,Medium,4,3,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Male,4249,Medium,9,9,8-15 Years
35,26-35,No,Research & Development,Research Scientist,Male,4930,Medium,6,5,4-7 Years
35,26-35,No,Research & Development,Research Scientist,Male,5098,Medium,10,10,8-15 Years
35,26-35,No,Research & Development,Research Scientist,Male,5208,Medium,16,16,15+ Years
35,26-35,No,Research & Development,Research Scientist,Male,6646,Medium,17,17,15+ Years
35,26-35,No,Sales,Sales Executive,Female,4601,Medium,5,5,4-7 Years
35,26-35,No,Sales,Sales Executive,Female,4859,Medium,5,5,4-7 Years
35,26-35,No,Sales,Sales Executive,Female,5204,Medium,10,10,8-15 Years
35,26-35,No,Sales,Sales Executive,Female,8789,High,10,10,8-15 Years
35,26-35,No,Sales,Sales Executive,Female,10377,High,16,13,15+ Years
35,26-35,No,Sales,Sales Executive,Male,4312,Medium,16,15,15+ Years
35,26-35,No,Sales,Sales Executive,Male,4717,Medium,15,11,8-15 Years
35,26-35,No,Sales,Sales Executive,Male,4968,Medium,5,5,4-7 Years
35,26-35,No,Sales,Sales Executive,Male,5561,Medium,6,5,4-7 Years
35,26-35,No,Sales,Sales Executive,Male,7295,High,10,10,8-15 Years
35,26-35,No,Sales,Sales Executive,Male,7823,High,12,10,8-15 Years
35,26-35,No,Sales,Sales Executive,Male,8020,High,12,11,8-15 Years
35,26-35,No,Sales,Sales Executive,Male,8966,High,15,7,8-15 Years
35,26-35,No,Sales,Sales Executive,Male,9069,High,9,9,8-15 Years
35,26-35,No,Sales,Sales Representative,Female,2014,Low,2,2,0-3 Years
35,26-35,No,Sales,Sales Representative,Female,2430,Low,6,5,4-7 Years
35,26-35,No,Sales,Sales Representative,Female,2572,Low,3,3,0-3 Years
35,26-35,No,Sales,Sales Representative,Male,2404,Low,1,1,0-3 Years
35,26-35,Yes,Research & Development,Laboratory Technician,Female,2074,Low,1,1,0-3 Years
35,26-35,Yes,Research & Development,Laboratory Technician,Male,3743,Medium,5,4,4-7 Years
35,26-35,Yes,Research & Development,Manufacturing Director,Male,5916,Medium,8,1,8-15 Years
35,26-35,Yes,Research & Development,Research Scientist,Female,2022,Low,10,10,8-15 Years
35,26-35,Yes,Sales,Sales Executive,Female,4614,Medium,5,4,4-7 Years
35,26-35,Yes,Sales,Sales Executive,Male,4581,Medium,13,11,8-15 Years
35,26-35,Yes,Sales,Sales Executive,Male,5440,Medium,7,2,4-7 Years
35,26-35,Yes,Sales,Sales Executive,Male,5813,Medium,10,10,8-15 Years
35,26-35,Yes,Sales,Sales Executive,Male,9582,High,9,8,8-15 Years
35,26-35,Yes,Sales,Sales Executive,Male,10306,High,15,13,8-15 Years
36,36-45,No,Human Resources,Human Resources,Male,2143,Low,8,5,8-15 Years
36,36-45,No,Human Resources,Human Resources,Male,2342,Low,6,5,4-7 Years
36,36-45,No,Human Resources,Human Resources,Male,3886,Medium,10,10,8-15 Years
36,36-45,No,Research & Development,Healthcare Representative,Female,7094,High,10,7,8-15 Years
36,36-45,No,Research & Development,Healthcare Representative,Female,8008,High,9,3,8-15 Years
36,36-45,No,Research & Development,Healthcare Representative,Female,10096,High,17,17,15+ Years
36,36-45,No,Research & Development,Healthcare Representative,Male,5237,Medium,17,7,15+ Years
36,36-45,No,Research & Development,Healthcare Representative,Male,5347,Medium,10,3,8-15 Years
36,36-45,No,Research & Development,Healthcare Representative,Male,6586,Medium,17,16,15+ Years
36,36-45,No,Research & Development,Healthcare Representative,Male,6842,Medium,13,5,8-15 Years
36,36-45,No,Research & Development,Healthcare Representative,Male,8321,High,15,12,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Female,2153,Low,8,8,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Female,2835,Low,7,1,4-7 Years
36,36-45,No,Research & Development,Laboratory Technician,Female,3038,Medium,5,1,4-7 Years
36,36-45,No,Research & Development,Laboratory Technician,Female,5674,Medium,11,9,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2013,Low,15,4,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2088,Low,13,8,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2519,Low,16,11,15+ Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2571,Low,17,5,15+ Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2741,Low,7,7,4-7 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,2810,Low,5,5,4-7 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,3210,Medium,16,15,15+ Years
36,36-45,No,Research & Development,Laboratory Technician,Male,3688,Medium,4,1,4-7 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,5562,Medium,9,3,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,5810,Medium,10,10,8-15 Years
36,36-45,No,Research & Development,Laboratory Technician,Male,5914,Medium,16,13,15+ Years
36,36-45,No,Research & Development,Manufacturing Director,Female,4374,Medium,4,3,4-7 Years
36,36-45,No,Research & Development,Manufacturing Director,Female,4663,Medium,7,3,4-7 Years
36,36-45,No,Research & Development,Manufacturing Director,Female,5131,Medium,18,4,15+ Years
36,36-45,No,Research & Development,Manufacturing Director,Female,5228,Medium,10,9,8-15 Years
36,36-45,No,Research & Development,Manufacturing Director,Female,5410,Medium,18,16,15+ Years
36,36-45,No,Research & Development,Manufacturing Director,Female,8858,High,15,14,8-15 Years
36,36-45,No,Research & Development,Manufacturing Director,Female,10252,High,17,7,15+ Years
36,36-45,No,Research & Development,Manufacturing Director,Male,4941,Medium,7,3,4-7 Years
36,36-45,No,Research & Development,Manufacturing Director,Male,6499,Medium,6,6,4-7 Years
36,36-45,No,Research & Development,Manufacturing Director,Male,7779,High,18,11,15+ Years
36,36-45,No,Research & Development,Manufacturing Director,Male,8847,High,13,3,8-15 Years
36,36-45,No,Research & Development,Research Director,Female,11713,High,10,8,8-15 Years
36,36-45,No,Research & Development,Research Scientist,Female,2543,Low,6,2,4-7 Years
36,36-45,No,Research & Development,Research Scientist,Female,3419,Medium,6,1,4-7 Years
36,36-45,No,Research & Development,Research Scientist,Female,6962,Medium,15,1,8-15 Years
36,36-45,No,Research & Development,Research Scientist,Male,3692,Medium,12,11,8-15 Years
36,36-45,No,Research & Development,Research Scientist,Male,4485,Medium,10,8,8-15 Years
36,36-45,No,Research & Development,Research Scientist,Male,4678,Medium,8,6,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,4639,Medium,17,15,15+ Years
36,36-45,No,Sales,Sales Executive,Female,5647,Medium,11,3,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,5673,Medium,10,10,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,6652,Medium,8,6,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,6653,Medium,7,1,4-7 Years
36,36-45,No,Sales,Sales Executive,Female,6815,Medium,15,1,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,7644,High,10,9,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,9278,High,15,5,8-15 Years
36,36-45,No,Sales,Sales Executive,Female,9738,High,10,9,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,5079,Medium,12,7,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,5406,Medium,15,15,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,5507,Medium,12,4,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,6201,Medium,18,18,15+ Years
36,36-45,No,Sales,Sales Executive,Male,7587,High,10,10,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,7596,High,10,10,8-15 Years
36,36-45,No,Sales,Sales Executive,Male,9699,High,16,13,15+ Years
36,36-45,No,Sales,Sales Executive,Male,9980,High,10,10,8-15 Years
36,36-45,No,Sales,Sales Representative,Female,4502,Medium,17,13,15+ Years
36,36-45,No,Sales,Sales Representative,Male,2644,Low,7,3,4-7 Years
36,36-45,Yes,Research & Development,Laboratory Technician,Female,2743,Low,18,17,15+ Years
36,36-45,Yes,Research & Development,Laboratory Technician,Male,4834,Medium,9,1,8-15 Years
36,36-45,Yes,Research & Development,Research Scientist,Male,3388,Medium,2,1,0-3 Years
36,36-45,Yes,Sales,Sales Executive,Male,6134,Medium,16,2,15+ Years
36,36-45,Yes,Sales,Sales Executive,Male,10325,High,16,16,15+ Years
36,36-45,Yes,Sales,Sales Representative,Male,3407,Medium,10,5,8-15 Years
37,36-45,No,Human Resources,Human Resources,Male,4071,Medium,19,10,15+ Years
37,36-45,No,Research & Development,Healthcare Representative,Female,4107,Medium,8,4,8-15 Years
37,36-45,No,Research & Development,Healthcare Representative,Female,5731,Medium,9,6,8-15 Years
37,36-45,No,Research & Development,Healthcare Representative,Male,5163,Medium,17,1,15+ Years
37,36-45,No,Research & Development,Laboratory Technician,Female,3034,Medium,18,18,15+ Years
37,36-45,No,Research & Development,Laboratory Technician,Female,3452,Medium,17,5,15+ Years
37,36-45,No,Research & Development,Laboratory Technician,Female,3629,Medium,8,3,8-15 Years
37,36-45,No,Research & Development,Laboratory Technician,Male,3500,Medium,7,6,4-7 Years
37,36-45,No,Research & Development,Manufacturing Director,Female,6447,Medium,8,6,8-15 Years
37,36-45,No,Research & Development,Manufacturing Director,Female,6474,Medium,14,14,8-15 Years
37,36-45,No,Research & Development,Manufacturing Director,Female,7491,High,12,6,8-15 Years
37,36-45,No,Research & Development,Manufacturing Director,Male,4197,Medium,18,1,15+ Years
37,36-45,No,Research & Development,Manufacturing Director,Male,5768,Medium,9,4,8-15 Years
37,36-45,No,Research & Development,Manufacturing Director,Male,5993,Medium,7,7,4-7 Years
37,36-45,No,Research & Development,Manufacturing Director,Male,6347,Medium,8,6,8-15 Years
37,36-45,No,Research & Development,Manufacturing Director,Male,9434,High,10,10,8-15 Years
37,36-45,No,Research & Development,Research Director,Female,13603,High,15,5,8-15 Years
37,36-45,No,Research & Development,Research Director,Female,13744,High,16,16,15+ Years
37,36-45,No,Research & Development,Research Director,Male,12185,High,10,10,8-15 Years
37,36-45,No,Research & Development,Research Director,Male,13664,High,16,5,15+ Years
37,36-45,No,Research & Development,Research Scientist,Female,2115,Low,17,17,15+ Years
37,36-45,No,Research & Development,Research Scientist,Female,2782,Low,6,5,4-7 Years
37,36-45,No,Research & Development,Research Scientist,Female,3920,Medium,17,3,15+ Years
37,36-45,No,Research & Development,Research Scientist,Female,3936,Medium,8,8,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Female,4449,Medium,15,13,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Male,2326,Low,4,4,4-7 Years
37,36-45,No,Research & Development,Research Scientist,Male,2996,Low,8,6,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Male,3022,Medium,8,1,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Male,3564,Medium,8,8,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Male,4284,Medium,16,5,15+ Years
37,36-45,No,Research & Development,Research Scientist,Male,4285,Medium,10,10,8-15 Years
37,36-45,No,Research & Development,Research Scientist,Male,4680,Medium,4,1,4-7 Years
37,36-45,No,Research & Development,Research Scientist,Male,5974,Medium,13,7,8-15 Years
37,36-45,No,Sales,Sales Executive,Female,6694,Medium,8,1,8-15 Years
37,36-45,No,Sales,Sales Executive,Male,4189,Medium,5,5,4-7 Years
37,36-45,No,Sales,Sales Executive,Male,6334,Medium,9,1,8-15 Years
37,36-45,No,Sales,Sales Executive,Male,6502,Medium,7,5,4-7 Years
37,36-45,No,Sales,Sales Executive,Male,7428,High,12,5,8-15 Years
37,36-45,No,Sales,Sales Executive,Male,7642,High,10,10,8-15 Years
37,36-45,No,Sales,Sales Executive,Male,8834,High,9,9,8-15 Years
37,36-45,No,Sales,Sales Executive,Male,9525,High,6,6,4-7 Years
37,36-45,No,Sales,Sales Executive,Male,9602,High,17,3,15+ Years
37,36-45,No,Sales,Sales Representative,Female,2973,Low,10,5,8-15 Years
37,36-45,No,Sales,Sales Representative,Male,2793,Low,13,9,8-15 Years
37,36-45,Yes,Human Resources,Human Resources,Male,2073,Low,7,3,4-7 Years
37,36-45,Yes,Research & Development,Healthcare Representative,Female,4777,Medium,15,1,8-15 Years
37,36-45,Yes,Research & Development,Laboratory Technician,Male,2090,Low,7,0,4-7 Years
37,36-45,Yes,Research & Development,Manufacturing Director,Male,4213,Medium,10,10,8-15 Years
37,36-45,Yes,Research & Development,Manufacturing Director,Male,10048,High,17,1,15+ Years
37,36-45,Yes,Sales,Sales Executive,Male,10609,High,17,14,15+ Years
38,36-45,No,Human Resources,Human Resources,Male,2592,Low,13,11,8-15 Years
38,36-45,No,Human Resources,Human Resources,Male,2844,Low,7,7,4-7 Years
38,36-45,No,Human Resources,Human Resources,Male,2991,Low,7,6,4-7 Years
38,36-45,No,Human Resources,Human Resources,Male,6077,Medium,10,6,8-15 Years
38,36-45,No,Research & Development,Healthcare Representative,Female,7625,High,10,9,8-15 Years
38,36-45,No,Research & Development,Healthcare Representative,Female,8823,High,20,19,15+ Years
38,36-45,No,Research & Development,Healthcare Representative,Female,9824,High,18,1,15+ Years
38,36-45,No,Research & Development,Healthcare Representative,Male,5745,Medium,10,2,8-15 Years
38,36-45,No,Research & Development,Healthcare Representative,Male,5811,Medium,15,1,8-15 Years
38,36-45,No,Research & Development,Healthcare Representative,Male,6288,Medium,13,4,8-15 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,2288,Low,2,2,0-3 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,2406,Low,10,10,8-15 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,2440,Low,4,4,4-7 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,2468,Low,9,6,8-15 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,3306,Medium,7,0,4-7 Years
38,36-45,No,Research & Development,Laboratory Technician,Female,3702,Medium,5,5,4-7 Years
38,36-45,No,Research & Development,Laboratory Technician,Male,1702,Low,1,1,0-3 Years
38,36-45,No,Research & Development,Manufacturing Director,Female,5980,Medium,17,15,15+ Years
38,36-45,No,Research & Development,Manufacturing Director,Female,7756,High,10,5,8-15 Years
38,36-45,No,Research & Development,Manufacturing Director,Female,7861,High,10,1,8-15 Years
38,36-45,No,Research & Development,Manufacturing Director,Male,5321,Medium,10,8,8-15 Years
38,36-45,No,Research & Development,Manufacturing Director,Male,6261,Medium,9,7,8-15 Years
38,36-45,No,Research & Development,Manufacturing Director,Male,6553,Medium,14,1,8-15 Years
38,36-45,No,Research & Development,Manufacturing Director,Male,9526,High,10,9,8-15 Years
38,36-45,No,Research & Development,Research Director,Female,12061,High,19,10,15+ Years
38,36-45,No,Research & Development,Research Director,Female,13206,High,20,18,15+ Years
38,36-45,No,Research & Development,Research Director,Female,13582,High,15,15,8-15 Years
38,36-45,No,Research & Development,Research Director,Male,11510,High,12,11,8-15 Years
38,36-45,No,Research & Development,Research Scientist,Female,2133,Low,20,20,15+ Years
38,36-45,No,Research & Development,Research Scientist,Female,2619,Low,8,0,8-15 Years
38,36-45,No,Research & Development,Research Scientist,Female,4317,Medium,19,3,15+ Years
38,36-45,No,Research & Development,Research Scientist,Female,5329,Medium,17,13,15+ Years
38,36-45,No,Research & Development,Research Scientist,Male,2610,Low,4,4,4-7 Years
38,36-45,No,Research & Development,Research Scientist,Male,2684,Low,3,2,0-3 Years
38,36-45,No,Research & Development,Research Scientist,Male,2821,Low,8,2,8-15 Years
38,36-45,No,Research & Development,Research Scientist,Male,3057,Medium,6,1,4-7 Years
38,36-45,No,Research & Development,Research Scientist,Male,3944,Medium,6,3,4-7 Years
38,36-45,No,Research & Development,Research Scientist,Male,4735,Medium,19,13,15+ Years
38,36-45,No,Research & Development,Research Scientist,Male,4771,Medium,10,5,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,4028,Medium,8,7,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,4198,Medium,8,3,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,5343,Medium,10,10,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,5605,Medium,8,8,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,5666,Medium,6,5,4-7 Years
38,36-45,No,Sales,Sales Executive,Female,6893,Medium,11,7,8-15 Years
38,36-45,No,Sales,Sales Executive,Female,8686,High,12,8,8-15 Years
38,36-45,No,Sales,Sales Executive,Male,4440,Medium,16,15,15+ Years
38,36-45,No,Sales,Sales Executive,Male,5249,Medium,13,8,8-15 Years
38,36-45,No,Sales,Sales Executive,Male,6861,Medium,19,1,15+ Years
38,36-45,No,Sales,Sales Executive,Male,7351,High,10,1,8-15 Years
38,36-45,No,Sales,Sales Executive,Male,8740,High,9,8,8-15 Years
38,36-45,No,Sales,Sales Executive,Male,9924,High,10,9,8-15 Years
38,36-45,No,Sales,Sales Executive,Male,10609,High,17,16,15+ Years
38,36-45,No,Sales,Sales Representative,Female,5405,Medium,20,4,15+ Years
38,36-45,No,Sales,Sales Representative,Male,2858,Low,20,1,15+ Years
38,36-45,No,Sales,Sales Representative,Male,2899,Low,3,2,0-3 Years
38,36-45,Yes,Research & Development,Healthcare Representative,Male,6673,Medium,17,1,15+ Years
38,36-45,Yes,Research & Development,Manufacturing Director,Male,4855,Medium,7,5,4-7 Years
39,36-45,No,Human Resources,Human Resources,Female,5204,Medium,13,5,8-15 Years
39,36-45,No,Human Resources,Human Resources,Female,6389,Medium,12,8,8-15 Years
39,36-45,No,Research & Development,Healthcare Representative,Female,4553,Medium,20,20,15+ Years
39,36-45,No,Research & Development,Healthcare Representative,Female,10938,High,20,19,15+ Years
39,36-45,No,Research & Development,Healthcare Representative,Male,9613,High,19,18,15+ Years
39,36-45,No,Research & Development,Healthcare Representative,Male,9991,High,9,7,8-15 Years
39,36-45,No,Research & Development,Healthcare Representative,Male,10920,High,13,6,8-15 Years
39,36-45,No,Research & Development,Laboratory Technician,Female,2232,Low,7,3,4-7 Years
39,36-45,No,Research & Development,Laboratory Technician,Female,3755,Medium,8,8,8-15 Years
39,36-45,No,Research & Development,Laboratory Technician,Male,3069,Medium,11,10,8-15 Years
39,36-45,No,Research & Development,Laboratory Technician,Male,6472,Medium,9,9,8-15 Years
39,36-45,No,Research & Development,Laboratory Technician,Male,6782,Medium,9,5,8-15 Years
39,36-45,No,Research & Development,Manager,Female,17123,High,21,19,15+ Years
39,36-45,No,Research & Development,Manager,Male,17068,High,21,21,15+ Years
39,36-45,No,Research & Development,Manager,Male,19197,High,21,21,15+ Years
39,36-45,No,Research & Development,Manager,Male,19272,High,21,21,15+ Years
39,36-45,No,Research & Development,Manager,Male,19431,High,21,6,15+ Years
39,36-45,No,Research & Development,Manufacturing Director,Female,5042,Medium,10,9,8-15 Years
39,36-45,No,Research & Development,Manufacturing Director,Female,8376,High,9,2,8-15 Years
39,36-45,No,Research & Development,Manufacturing Director,Female,10880,High,21,21,15+ Years
39,36-45,No,Research & Development,Manufacturing Director,Female,12742,High,21,21,15+ Years
39,36-45,No,Research & Development,Manufacturing Director,Male,4534,Medium,9,8,8-15 Years
39,36-45,No,Research & Development,Manufacturing Director,Male,5151,Medium,10,10,8-15 Years
39,36-45,No,Research & Development,Manufacturing Director,Male,5295,Medium,7,5,4-7 Years
39,36-45,No,Research & Development,Manufacturing Director,Male,5377,Medium,10,7,8-15 Years
39,36-45,No,Research & Development,Research Director,Male,13464,High,9,4,8-15 Years
39,36-45,No,Research & Development,Research Scientist,Male,3902,Medium,7,2,4-7 Years
39,36-45,No,Research & Development,Research Scientist,Male,4108,Medium,18,7,15+ Years
39,36-45,No,Sales,Sales Executive,Female,5736,Medium,10,3,8-15 Years
39,36-45,No,Sales,Sales Executive,Female,5902,Medium,17,15,15+ Years
39,36-45,No,Sales,Sales Executive,Female,12031,High,21,20,15+ Years
39,36-45,No,Sales,Sales Executive,Male,4127,Medium,7,2,4-7 Years
39,36-45,No,Sales,Sales Executive,Male,6120,Medium,8,5,8-15 Years
39,36-45,No,Sales,Sales Executive,Male,7880,High,9,8,8-15 Years
39,36-45,No,Sales,Sales Executive,Male,8237,High,11,7,8-15 Years
39,36-45,No,Sales,Sales Executive,Male,13341,High,21,20,15+ Years
39,36-45,Yes,Research & Development,Healthcare Representative,Male,12169,High,21,18,15+ Years
39,36-45,Yes,Research & Development,Laboratory Technician,Female,3646,Medium,11,1,8-15 Years
39,36-45,Yes,Research & Development,Laboratory Technician,Male,2404,Low,8,2,8-15 Years
39,36-45,Yes,Research & Development,Research Scientist,Male,3904,Medium,6,5,4-7 Years
39,36-45,Yes,Sales,Sales Executive,Female,5238,Medium,12,1,8-15 Years
39,36-45,Yes,Sales,Sales Representative,Male,2086,Low,19,1,15+ Years
40,36-45,No,Human Resources,Manager,Male,16437,High,21,21,15+ Years
40,36-45,No,Research & Development,Healthcare Representative,Female,4244,Medium,8,8,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Female,4448,Medium,15,7,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Female,6377,Medium,15,12,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Female,6513,Medium,12,5,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Male,4069,Medium,8,2,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Male,4876,Medium,5,3,4-7 Years
40,36-45,No,Research & Development,Healthcare Representative,Male,10322,High,14,11,8-15 Years
40,36-45,No,Research & Development,Healthcare Representative,Male,13503,High,22,22,15+ Years
40,36-45,No,Research & Development,Laboratory Technician,Female,2213,Low,10,7,8-15 Years
40,36-45,No,Research & Development,Laboratory Technician,Female,3377,Medium,7,4,4-7 Years
40,36-45,No,Research & Development,Laboratory Technician,Female,3448,Medium,20,1,15+ Years
40,36-45,No,Research & Development,Laboratory Technician,Female,6323,Medium,10,10,8-15 Years
40,36-45,No,Research & Development,Laboratory Technician,Male,2387,Low,7,4,4-7 Years
40,36-45,No,Research & Development,Laboratory Technician,Male,2406,Low,8,1,8-15 Years
40,36-45,No,Research & Development,Laboratory Technician,Male,2741,Low,15,7,8-15 Years
40,36-45,No,Research & Development,Laboratory Technician,Male,3975,Medium,11,8,8-15 Years
40,36-45,No,Research & Development,Laboratory Technician,Male,5094,Medium,10,1,8-15 Years
40,36-45,No,Research & Development,Manager,Female,19033,High,21,20,15+ Years
40,36-45,No,Research & Development,Manager,Male,16823,High,22,19,15+ Years
40,36-45,No,Research & Development,Manufacturing Director,Female,6516,Medium,18,1,15+ Years
40,36-45,No,Research & Development,Manufacturing Director,Female,7945,High,18,4,15+ Years
40,36-45,No,Research & Development,Manufacturing Director,Female,10435,High,18,18,15+ Years
40,36-45,No,Research & Development,Manufacturing Director,Female,13237,High,22,20,15+ Years
40,36-45,No,Research & Development,Research Director,Female,13499,High,20,18,15+ Years
40,36-45,No,Research & Development,Research Director,Male,13757,High,16,9,15+ Years
40,36-45,No,Research & Development,Research Director,Male,19436,High,22,21,15+ Years
40,36-45,No,Research & Development,Research Director,Male,19626,High,21,20,15+ Years
40,36-45,No,Research & Development,Research Scientist,Female,2001,Low,20,5,15+ Years
40,36-45,No,Research & Development,Research Scientist,Female,2342,Low,5,4,4-7 Years
40,36-45,No,Research & Development,Research Scientist,Female,4422,Medium,16,1,15+ Years
40,36-45,No,Research & Development,Research Scientist,Female,5605,Medium,20,20,15+ Years
40,36-45,No,Research & Development,Research Scientist,Male,2345,Low,8,3,8-15 Years
40,36-45,No,Research & Development,Research Scientist,Male,2809,Low,8,2,8-15 Years
40,36-45,No,Research & Development,Research Scientist,Male,3319,Medium,9,9,8-15 Years
40,36-45,No,Research & Development,Research Scientist,Male,3544,Medium,6,4,4-7 Years
40,36-45,No,Research & Development,Research Scientist,Male,3617,Medium,3,1,0-3 Years
40,36-45,No,Research & Development,Research Scientist,Male,4661,Medium,9,9,8-15 Years
40,36-45,No,Sales,Manager,Female,18041,High,21,20,15+ Years
40,36-45,No,Sales,Manager,Male,19833,High,21,21,15+ Years
40,36-45,No,Sales,Sales Executive,Female,4639,Medium,5,5,4-7 Years
40,36-45,No,Sales,Sales Executive,Female,5677,Medium,15,11,8-15 Years
40,36-45,No,Sales,Sales Executive,Female,5715,Medium,8,5,8-15 Years
40,36-45,No,Sales,Sales Executive,Female,6852,Medium,7,5,4-7 Years
40,36-45,No,Sales,Sales Executive,Male,4327,Medium,5,0,4-7 Years
40,36-45,No,Sales,Sales Executive,Male,5473,Medium,9,8,8-15 Years
40,36-45,No,Sales,Sales Executive,Male,7457,High,6,4,4-7 Years
40,36-45,No,Sales,Sales Executive,Male,8396,High,8,7,8-15 Years
40,36-45,No,Sales,Sales Executive,Male,9705,High,11,1,8-15 Years
40,36-45,No,Sales,Sales Executive,Male,10475,High,20,18,15+ Years
40,36-45,No,Sales,Sales Executive,Male,10855,High,15,12,8-15 Years
40,36-45,No,Sales,Sales Executive,Male,10932,High,20,1,15+ Years
